ip	port	hostnames	org	country	isp
34.100.129.53	4000	53.129.100.34.bc.googleusercontent.com	Google LLC	IN	Google LLC
52.60.199.12	80	ec2-52-60-199-12.ca-central-1.compute.amazonaws.com	Amazon Data Services Canada	CA	Amazon.com, Inc.
139.144.212.26	30468	139-144-212-26.ip.linodeusercontent.com	Linode	US	Akamai Connected Cloud
35.229.101.86	4000	86.101.229.35.bc.googleusercontent.com	Google LLC	US	Google LLC
152.53.229.219	4001	v220250360881324478.powersrv.de	netcup GmbH	DE	netcup GmbH
192.249.125.80	8098		InMotion Hosting, Inc.	US	InMotion Hosting, Inc.
217.154.88.10	4000	ip217-154-88-10.pbiaas.com	IONOS SE	DE	IONOS SE
51.24.19.77	80	ec2-51-24-19-77.eu-west-2.compute.amazonaws.com	A100 ROW Inc	GB	Amazon.com, Inc.
83.228.227.112	443	83-228-227-112.dc3-a.pub2.infomaniak.cloud;llm.pilotsystems.net	Infomaniak Network SA	CH	Infomaniak Network SA
43.156.229.151	4000		Asia Pacific Network Information Center, Pty. Ltd.	SG	Tencent Building, Kejizhongyi Avenue
8.153.77.136	4000		Aliyun Computing Co.LTD	CN	Hangzhou Alibaba Advertising Co.,Ltd.
74.207.227.127	3042	74-207-227-127.ip.linodeusercontent.com	Linode	US	Akamai Connected Cloud
52.17.59.241	443	ec2-52-17-59-241.eu-west-1.compute.amazonaws.com	Amazon Data Services Ireland Limited	IE	Amazon.com, Inc.
67.222.130.41	4000	srv1.nubepbx.com	DFW Datacenter	US	DFW Datacenter
135.220.97.207	4000		Microsoft Limited	US	Microsoft Corporation
94.130.161.26	4000	static.26.161.130.94.clients.your-server.de	Hetzner Online GmbH	DE	Hetzner Online GmbH
161.153.27.11	4000		Oracle Corporation	US	
8.155.26.89	443	llm.dev.xykjai.xyz	Aliyun Computing Co.LTD	CN	Hangzhou Alibaba Advertising Co.,Ltd.
140.210.9.218	4000		Beijing Unlimited Cloud Technology Co., Ltd.	CN	
18.153.33.130	443	ec2-18-153-33-130.eu-central-1.compute.amazonaws.com;coding-agent-llm.publicaai.com	A100 ROW GmbH	DE	Amazon.com, Inc.
63.179.173.232	80	ec2-63-179-173-232.eu-central-1.compute.amazonaws.com	A100 ROW GmbH	DE	Amazon.com, Inc.
178.104.169.60	4000	static.60.169.104.178.clients.your-server.de	EE Limited	GB	
52.20.167.204	443	litellm.tembo.io;ec2-52-20-167-204.compute-1.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
188.165.220.68	4000	ns342485.ip-188-165-220.eu	OVH SAS	FR	OVH SAS
139.162.96.237	30004	139-162-96-237.ip.linodeusercontent.com	139.162.0.0/16	JP	Akamai Connected Cloud
47.252.11.233	8243		Alibaba Cloud - US	US	Alibaba (US) Technology Co., Ltd.
31.220.78.216	4002	vmi3085355.contaboserver.net	Contabo GmbH	DE	Contabo GmbH
44.220.205.205	80	ec2-44-220-205-205.compute-1.amazonaws.com	Amazon Data Services NoVa	US	Amazon.com, Inc.
13.210.61.97	80	ec2-13-210-61-97.ap-southeast-2.compute.amazonaws.com	Amazon Corporate Services Pty Ltd	AU	Amazon.com, Inc.
91.99.76.194	4000	static.194.76.99.91.clients.your-server.de	Hetzner Online GmbH	DE	Hetzner Online GmbH
47.106.216.202	106		Aliyun Computing Co., LTD	CN	Hangzhou Alibaba Advertising Co.,Ltd.
8.222.77.102	30005		Alibaba Cloud (Singapore) Private Limited	JP	Alibaba (US) Technology Co., Ltd.
192.166.82.148	4000		UAB Linama	DE	WiredISP Inc.
44.219.147.32	443	lite-proxy.dev.bitmagic.cloud;ec2-44-219-147-32.compute-1.amazonaws.com	Amazon Data Services NoVa	US	Amazon.com, Inc.
194.163.136.194	4000	vmi2589404.contaboserver.net	Contabo GmbH	DE	Contabo GmbH
13.204.200.38	80	ec2-13-204-200-38.ap-south-1.compute.amazonaws.com	Amazon Technologies Inc.	IN	Amazon.com, Inc.
143.64.19.209	4000		Shanghai Blue Cloud Technology Co.,Ltd	CN	Shanghai Blue Cloud Technology Co.,Ltd
146.59.95.106	4000	vps-80ef3436.vps.ovh.net	OVH Sp. z o. o.	PL	OVH SAS
188.239.41.187	8080	ecs-188-239-41-187.compute.hwclouds-dns.com	Huawei-Cloud-SG	SG	HUAWEI CLOUDS
18.176.102.36	443	ec2-18-176-102-36.ap-northeast-1.compute.amazonaws.com	Amazon Data Services Japan	JP	Amazon.com, Inc.
5.78.139.235	4000	static.235.139.78.5.clients.your-server.de	Hetzner Online GmbH	US	Hetzner Online GmbH
4.223.110.238	80		Microsoft Corporation	SE	Microsoft Corporation
34.120.6.107	443	107.6.120.34.bc.googleusercontent.com;litellm.chantelle.com	Google LLC	US	Google LLC
77.90.16.165	4000		PawHost.de	DE	Jan Smyrek
47.236.25.26	443	aigallerie.com	Alibaba Cloud LLC	SG	Alibaba (US) Technology Co., Ltd.
98.87.111.207	80	ec2-98-87-111-207.compute-1.amazonaws.com	Amazon Data Services NoVa	US	Amazon.com, Inc.
35.157.59.113	80	ec2-35-157-59-113.eu-central-1.compute.amazonaws.com	A100 ROW GmbH	DE	Amazon.com, Inc.
34.124.220.161	4000	161.220.124.34.bc.googleusercontent.com	Google LLC	SG	Google LLC
15.222.229.33	443	ec2-15-222-229-33.ca-central-1.compute.amazonaws.com	Amazon Data Services Canada	CA	Amazon.com, Inc.
204.168.234.2	8080	static.2.234.168.204.clients.your-server.de	Hetzner Online GmbH	FI	
13.244.184.148	443	ec2-13-244-184-148.af-south-1.compute.amazonaws.com;litellm.ikhokha.green	Amazon Data Services South Africa	ZA	Amazon.com, Inc.
157.90.128.110	4000	static.110.128.90.157.clients.your-server.de	Hetzner Online GmbH	DE	Hetzner Online GmbH
139.162.1.177	7465	139-162-1-177.ip.linodeusercontent.com	Linode, LLC	SG	Akamai Connected Cloud
220.135.204.50	4000	220-135-204-50.hinet-ip.hinet.net	Chunghwa Telecom Co.,Ltd.	TW	Data Communication Business Group
52.95.250.217	443	ec2-52-95-250-217.ca-central-1.compute.amazonaws.com	Amazon Technologies Inc.	CA	Amazon.com, Inc.
44.237.105.219	443	ec2-44-237-105-219.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
34.206.117.126	443	ec2-34-206-117-126.compute-1.amazonaws.com;litellm.memfold.ai	Amazon Technologies Inc.	US	Amazon.com, Inc.
79.117.130.224	443	79-117-130-224.digimobil.es;elmapa.duckdns.org	Digi Spain Telecom	ES	DIGI SPAIN TELECOM S.L.
100.49.108.20	443	genai-gw-ue1.aad2n.dev.thermofisher.ai;ec2-100-49-108-20.compute-1.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
15.135.104.103	80	ec2-15-135-104-103.ap-southeast-2.compute.amazonaws.com	Amazon.com, Inc.	AU	Amazon.com, Inc.
87.106.234.183	443	api.prostollm.ru	IONOS SE	DE	IONOS SE
47.117.47.191	4000		Aliyun Computing Co., LTD	CN	Hangzhou Alibaba Advertising Co.,Ltd.
34.236.241.232	443	lite-proxy.dev.bitmagic.cloud;ec2-34-236-241-232.compute-1.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
20.124.165.126	4000		Microsoft Corporation	US	Microsoft Corporation
54.86.81.168	80	ec2-54-86-81-168.compute-1.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
20.5.232.128	4000		Microsoft Corporation	AU	Microsoft Corporation
45.207.202.248	3001		Vapeline Technology	US	FASTNET DATA INC
43.153.76.24	10283		Asia Pacific Network Information Center, Pty. Ltd.	US	Tencent Building, Kejizhongyi Avenue
54.162.100.143	443	ec2-54-162-100-143.compute-1.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
54.84.115.139	443	litellm.dev.blocks.team;ec2-54-84-115-139.compute-1.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
121.41.21.237	3001		Aliyun Computing Co., LTD	CN	Hangzhou Alibaba Advertising Co.,Ltd.
4.223.110.238	443		Microsoft Corporation	SE	Microsoft Corporation
54.156.32.48	80	ec2-54-156-32-48.compute-1.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
69.6.222.117	4000	69-6-222-117.unifiedlayer.com	Newfold Digital, Inc.	US	
168.144.103.205	443	litellm-335ku-3dd2b0.vm.mykeysecurity.com	DigitalOcean, LLC	US	
192.249.125.77	8098		InMotion Hosting, Inc.	US	InMotion Hosting, Inc.
39.105.170.5	1978		Aliyun Computing Co., LTD	CN	Hangzhou Alibaba Advertising Co.,Ltd.
13.223.118.107	443	ec2-13-223-118-107.compute-1.amazonaws.com	Amazon Data Services NoVa	US	Amazon.com, Inc.
46.225.73.2	8000	static.2.73.225.46.clients.your-server.de	Hetzner Online GmbH	AE	
64.176.219.190	4000	64.176.219.190.vultrusercontent.com	The Constant Company, LLC	US	The Constant Company, LLC
13.140.0.124	8000		SoftLayer Technologies, Inc.	US	
18.199.224.71	443	viewcraft.co;ec2-18-199-224-71.eu-central-1.compute.amazonaws.com	A100 ROW GmbH	DE	Amazon.com, Inc.
47.251.172.156	6561		Alibaba Cloud - US	US	Alibaba (US) Technology Co., Ltd.
63.183.154.196	443	llm-gateway.cavell.app;ec2-63-183-154-196.eu-central-1.compute.amazonaws.com	A100 ROW GmbH	DE	Amazon.com, Inc.
103.113.77.219	8082		PT. Cyberindo Aditama	ID	PT Cyberindo Aditama
119.6.186.100	4000		China Unicom SiChuan province network	CN	CHINA UNICOM China169 Backbone
54.242.195.191	443	ai.eggplantlab.com;ec2-54-242-195-191.compute-1.amazonaws.com	Amazon Data Services NoVa	US	Amazon.com, Inc.
15.206.170.127	443	ec2-15-206-170-127.ap-south-1.compute.amazonaws.com;litellm.thoughtjumper.com	Amazon Data Services India	IN	Amazon.com, Inc.
115.159.210.188	8000		Tencent cloud computing (Beijing) Co., Ltd.	CN	Shenzhen Tencent Computer Systems Company Limited
185.207.67.94	4000		TimeWeb Ltd.	NL	TimeWeb Ltd.
34.236.176.131	80	ec2-34-236-176-131.compute-1.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
100.23.224.147	443	ec2-100-23-224-147.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
54.210.166.15	80	ec2-54-210-166-15.compute-1.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
34.56.124.145	8000	145.124.56.34.bc.googleusercontent.com	Google LLC	US	Google LLC
52.204.51.99	443	ec2-52-204-51-99.compute-1.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
47.92.82.167	471		Aliyun Computing Co., LTD	CN	Hangzhou Alibaba Advertising Co.,Ltd.
142.132.209.176	4000	static.176.209.132.142.clients.your-server.de	Hetzner Online GmbH	DE	Hetzner Online GmbH
157.245.102.244	4000		DigitalOcean, LLC	IN	DigitalOcean, LLC
34.193.148.153	80	ec2-34-193-148-153.compute-1.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
23.239.3.57	443	litellm.asktheinternets.com;23-239-3-57.ip.linodeusercontent.com	Linode	US	Akamai Connected Cloud
167.86.81.61	4000	vmi3180837.contaboserver.net	Contabo GmbH	DE	Contabo GmbH
34.100.176.85	4000	85.176.100.34.bc.googleusercontent.com	Google LLC	IN	Google LLC
139.162.149.212	9802	139-162-149-212.ip.linodeusercontent.com	139.162.0.0/16	DE	Akamai Connected Cloud
101.132.226.76	4000		Aliyun Computing Co., LTD	CN	Hangzhou Alibaba Advertising Co.,Ltd.
52.205.25.212	443	litellm.awsprod.liquid.ai;ec2-52-205-25-212.compute-1.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
140.128.197.206	4000		Ministry of Education Computer Center	TW	Taiwan Academic Network (TANet) Information Center
135.181.198.249	4000	static.249.198.181.135.clients.your-server.de	Hetzner Online GmbH	FI	Hetzner Online GmbH
13.235.238.25	443	ec2-13-235-238-25.ap-south-1.compute.amazonaws.com	Amazon Data Services India	IN	Amazon.com, Inc.
47.94.77.106	443	yangtzeailab.com	Aliyun Computing Co., LTD	CN	Hangzhou Alibaba Advertising Co.,Ltd.
18.142.247.88	80	ec2-18-142-247-88.ap-southeast-1.compute.amazonaws.com	Amazon Data Services Singapore	SG	Amazon.com, Inc.
46.250.242.57	4000	vmi3102507.contaboserver.net	Yorkshire Tech Limited	AU	Contabo Asia Private Limited
52.87.43.81	443	ec2-52-87-43-81.compute-1.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
37.27.216.34	443	llm.37.27.216.34.nip.io;static.34.216.27.37.clients.your-server.de	Hetzner Online GmbH	FI	Hetzner Online GmbH
194.163.162.144	4001	vmi3108625.contaboserver.net	Contabo GmbH	DE	Contabo GmbH
38.253.88.214	4001		MEGARED TELECOM, S.R.L.	DO	LAUAM MEGARED TELECOM, S.R.L.
198.58.112.247	12567	198-58-112-247.ip.linodeusercontent.com	Linode	US	Akamai Connected Cloud
159.69.141.84	4000	static.84.141.69.159.clients.your-server.de	Hetzner Online GmbH	DE	Hetzner Online GmbH
130.61.253.127	4001		Oracle Public Cloud	DE	Oracle Corporation
158.220.85.48	4000	vmi2249997.contaboserver.net	Contabo GmbH	GB	Contabo GmbH
18.178.185.118	443	ec2-18-178-185-118.ap-northeast-1.compute.amazonaws.com	Amazon Data Services Japan	JP	Amazon.com, Inc.
52.37.38.198	80	ec2-52-37-38-198.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
18.135.139.88	443	ec2-18-135-139-88.eu-west-2.compute.amazonaws.com	Amazon Data Services UK	GB	Amazon.com, Inc.
34.36.40.85	443	85.40.36.34.bc.googleusercontent.com;sonarqube.casadosventos.com.br	Google LLC	US	Google LLC
152.53.208.181	4000	v2202512322515415774.megasrv.de	ANX Holding GmbH	AT	
207.180.211.62	8000	vmi3188842.contaboserver.net	Contabo GmbH	DE	Contabo GmbH
91.99.235.197	4000	efendim.io	Hetzner Online GmbH	DE	Hetzner Online GmbH
45.122.223.115	4000	111c115.sieutocviet.vip	Viet Solutions Services Trading Company Limited	VN	Viet Solutions Services Trading Company Limited
81.183.199.151	4000	51B7C797.dsl.pool.telekom.hu	Magyar Telekom plc.	HU	Magyar Telekom plc.
141.148.31.14	4000		Oracle Corporation	US	Oracle Corporation
178.105.5.60	3000	static.60.5.105.178.clients.your-server.de	EE Limited	GB	
63.183.126.22	443	ec2-63-183-126-22.eu-central-1.compute.amazonaws.com;llm-gateway.cavell.app	A100 ROW GmbH	DE	Amazon.com, Inc.
194.87.222.149	4000		TimeWeb Ltd.	NL	TimeWeb Ltd.
54.168.158.71	443	ec2-54-168-158-71.ap-northeast-1.compute.amazonaws.com	Amazon Data Services Japan	JP	Amazon.com, Inc.
77.110.118.253	4000	matchatserver.ptr.network	Aeza International LTD	DE	AEZA INTERNATIONAL LTD
94.159.95.10	4001		OOO PROAYTI	RU	Citytelecom LLC
4.190.169.98	4000		Microsoft Corporation	JP	Microsoft Corporation
162.43.76.238	4000	x162-43-76-238.static.shin-vps.jp	XSERVER Inc.	JP	Xserver Inc.
184.33.30.161	443	litellm.tryalma.ai;ec2-184-33-30-161.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
139.177.194.240	12443	139-177-194-240.ip.linodeusercontent.com	Linode	CA	Akamai Connected Cloud
139.162.173.15	12468	139-162-173-15.ip.linodeusercontent.com	139.162.0.0/16	DE	Akamai Connected Cloud
144.31.205.186	4000		Ace Data Centers II, L.L.C.	US	Ace Data Centers II, L.L.C.
13.204.194.72	443	ec2-13-204-194-72.ap-south-1.compute.amazonaws.com;prod-litellm.neuralace.co	Amazon Technologies Inc.	IN	Amazon.com, Inc.
159.69.15.186	4000	static.186.15.69.159.clients.your-server.de	Hetzner Online GmbH	DE	Hetzner Online GmbH
223.167.245.230	21235		CHINA UNICOM Shanghai city network	CN	China Unicom Shanghai network
204.168.158.87	4000	static.87.158.168.204.clients.your-server.de	Hetzner Online GmbH	FI	
4.216.216.37	4000		Microsoft Corporation	JP	Microsoft Corporation
4.156.184.67	4000		Microsoft Corporation	US	Microsoft Corporation
220.154.137.240	4000		China Telecom Group Corporation Qingdao Branch	CN	
152.114.236.202	4000		Perception TVCDN Ltd	GB	
95.133.253.54	4000		JSC Ukrtelecom	US	
77.234.216.105	4000		ITMO University	RU	ITMO University
46.162.71.24	443	46-162-71-24.cust.bredband2.com;api.lulebo.se;dev.lulebo.se	Bredband2 AB	SE	Bredband2 AB
3.113.188.73	80	ec2-3-113-188-73.ap-northeast-1.compute.amazonaws.com	Amazon Data Services Japan	JP	Amazon.com, Inc.
35.167.237.11	443	ec2-35-167-237-11.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
63.182.196.190	443	chat.genai.fra.aws.tipico.com;litellm.genai.fra.aws.tipico.com;ec2-63-182-196-190.eu-central-1.compute.amazonaws.com;genai.fra.aws.tipico.com	A100 ROW GmbH	DE	Amazon.com, Inc.
34.93.62.32	9000	32.62.93.34.bc.googleusercontent.com	Google LLC	IN	Google LLC
194.60.86.12	4000		Net1 GmbH	NL	
3.223.184.186	443	ec2-3-223-184-186.compute-1.amazonaws.com;dev.amaginow.tv	Amazon Data Services NoVa	US	Amazon.com, Inc.
34.76.76.229	4000	229.76.76.34.bc.googleusercontent.com	Google LLC	BE	Google LLC
54.76.68.163	443	ec2-54-76-68-163.eu-west-1.compute.amazonaws.com;llmgw.joyia.p7s1.io	Amazon Technologies Inc.	IE	Amazon.com, Inc.
43.106.4.225	4000		Alibaba Cloud (Singapore) Private Limited	SG	
147.224.189.230	4000		Oracle Corporation	US	
46.8.153.86	4000	master.tool-kit.tech	Delta Ltd	RU	Datacheap LLC
178.104.0.105	443	ai.educom.nu;static.105.0.104.178.clients.your-server.de	EE Limited	GB	
79.199.100.231	4000	p4fc764e7.dip0.t-ipconnect.de	Deutsche Telekom AG	DE	Deutsche Telekom AG
34.46.36.105	4000	105.36.46.34.bc.googleusercontent.com	Google LLC	US	Google LLC
34.194.185.42	80	ec2-34-194-185-42.compute-1.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
3.69.209.48	80	ec2-3-69-209-48.eu-central-1.compute.amazonaws.com	A100 ROW GmbH	DE	Amazon.com, Inc.
49.235.131.199	4000		Tencent cloud computing (Beijing) Co., Ltd.	CN	Shenzhen Tencent Computer Systems Company Limited
52.11.54.221	80	ec2-52-11-54-221.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
192.204.47.184	4000		NTT DATA	US	NTT America, Inc.
52.78.118.43	80	ec2-52-78-118-43.ap-northeast-2.compute.amazonaws.com	AWS Asia Pacific (Seoul) Region	KR	Amazon.com, Inc.
63.182.222.4	443	litellm.output.rocks;ec2-63-182-222-4.eu-central-1.compute.amazonaws.com	A100 ROW GmbH	DE	Amazon.com, Inc.
120.79.21.48	8095		Aliyun Computing Co., LTD	CN	Hangzhou Alibaba Advertising Co.,Ltd.
159.195.41.89	4000	v2202601328985424418.luckysrv.de	DXC Technology Danmark A/S	DK	
150.109.32.209	4000			HK	Tencent Building, Kejizhongyi Avenue
95.217.115.252	4000	static.252.115.217.95.clients.your-server.de	Hetzner Online GmbH	FI	Hetzner Online GmbH
112.175.148.40	443	llmgw.wert.co.kr	Korea Telecom	KR	Korea Telecom
178.104.147.36	4000	static.36.147.104.178.clients.your-server.de	EE Limited	GB	
204.168.237.235	443	static.235.237.168.204.clients.your-server.de;llm-api.postindustria.com;llm.postindustria.com	Hetzner Online GmbH	FI	
34.210.96.13	443	ec2-34-210-96-13.us-west-2.compute.amazonaws.com;proxy.shift.aws.dev	Amazon Technologies Inc.	US	Amazon.com, Inc.
167.86.126.211	4000	vmi3081781.contaboserver.net	Contabo GmbH	DE	Contabo GmbH
8.208.86.14	59652		Aliyun Computing Co.LTD	GB	Alibaba (US) Technology Co., Ltd.
87.121.82.135	4000		Neterra Ltd.	BG	Neterra Ltd.
34.200.1.113	443	ec2-34-200-1-113.compute-1.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
143.64.81.107	4000		Shanghai Blue Cloud Technology Co.,Ltd	CN	Shanghai Blue Cloud Technology Co.,Ltd
62.171.152.206	4000	vmi3040676.contaboserver.net	Contabo GmbH	DE	Contabo GmbH
178.104.128.26	4000	static.26.128.104.178.clients.your-server.de	EE Limited	GB	
5.104.87.84	4000	vmi2073594.contaboserver.net	Contabo GmbH	JP	Contabo Asia Private Limited
52.74.0.11	443	ec2-52-74-0-11.ap-southeast-1.compute.amazonaws.com	Amazon Technologies Inc.	SG	Amazon.com, Inc.
52.37.203.162	80	ec2-52-37-203-162.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
140.116.187.237	4000		Ministry of Education Computer Center	TW	Taiwan Academic Network (TANet) Information Center
54.86.143.214	443	ec2-54-86-143-214.compute-1.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
34.236.241.232	80	ec2-34-236-241-232.compute-1.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
54.84.196.183	80	ec2-54-84-196-183.compute-1.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
85.159.209.14	14401	85-159-209-14.ip.linodeusercontent.com	Linode, LLC	GB	Akamai Connected Cloud
3.216.154.36	80	ec2-3-216-154-36.compute-1.amazonaws.com	Amazon Data Services NoVa	US	Amazon.com, Inc.
15.134.23.202	80	ec2-15-134-23-202.ap-southeast-2.compute.amazonaws.com	Amazon.com, Inc.	AU	Amazon.com, Inc.
45.79.184.188	4463	45-79-184-188.ip.linodeusercontent.com	Linode	US	Akamai Connected Cloud
167.172.191.51	4000		DigitalOcean, LLC	DE	DigitalOcean, LLC
20.106.201.121	4000		Microsoft Corporation	US	Microsoft Corporation
161.97.82.168	4000	vmi3213353.contaboserver.net	Contabo GmbH	DE	Contabo GmbH
35.208.201.230	4000	230.201.208.35.bc.googleusercontent.com	Google LLC	US	Google LLC
212.50.244.123	80	212.50.244.123.16clouds.com	Cluster Logic Inc	JP	IT7 Networks Inc
100.29.210.108	443	ec2-100-29-210-108.compute-1.amazonaws.com	Amazon Data Services NoVa	US	Amazon.com, Inc.
150.136.153.194	4000		Oracle Public Cloud	US	Oracle Corporation
52.71.78.18	443	ec2-52-71-78-18.compute-1.amazonaws.com;litellm.tembo-development.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
100.23.121.244	80	ec2-100-23-121-244.us-west-2.compute.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
77.72.149.88	4000	77-72-149-88.colo.transip.net	TransIP BV	NL	Signet B.V.
47.250.177.202	7474		Alibaba Cloud LLC	MY	Alibaba (US) Technology Co., Ltd.
52.10.244.46	80	ec2-52-10-244-46.us-west-2.compute.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
52.200.35.132	80	ec2-52-200-35-132.compute-1.amazonaws.com	Amazon Technologies Inc.	US	Amazon.com, Inc.
188.64.63.21	4000	rs115-vm.gerwanserver.de	GERWAN GmbH	DE	Optitrust GmbH
148.135.5.85	4000	lasa.promotiontech.net	Brander Group Inc.	US	MULTACOM CORPORATION
194.163.150.119	4000	vmi3069299.contaboserver.net	Contabo GmbH	DE	Contabo GmbH
39.104.79.212	5011		Aliyun Computing Co., LTD	CN	Hangzhou Alibaba Advertising Co.,Ltd.
100.50.46.201	80	ec2-100-50-46-201.compute-1.amazonaws.com	Amazon.com, Inc.	US	Amazon.com, Inc.
46.224.232.224	4000	static.224.232.224.46.clients.your-server.de	Hetzner Online GmbH	AE	
41.66.169.28	4000	41-66-169-28-1c.cit.pergig.africainx.net	Africa Independent Network Exchange (Pty) LTD (AfricaINX)	ZA	Africa Independent Network Exchange (Pty) LTD (AfricaINX)
13.205.78.17	80	ec2-13-205-78-17.ap-south-1.compute.amazonaws.com	Amazon Technologies Inc.	IN	Amazon.com, Inc.
